,price,volume,std,sec,min_start,max_start,end,sl,mid,down,prev_end,next_sl,implied_prob
3,34154.181818181816,3862.0,37.11765210517623,RNU2,33847.17825816578,33913.29696969697,34119.7696969697,33735.82530185026,33810.06060606061,33648.121212121216,33793.86666666667,,0.37612819438655365
4,34255.393939393936,4079.0,37.11765210517623,RNU2,,,,,34154.181818181816,33810.06060606061,34119.7696969697,34181.15863518359,
5,34801.93939393939,11987.0,37.11765210517623,RNU2,34292.51159149911,34419.357575757575,34747.284848484844,34181.15863518359,34255.393939393936,34154.181818181816,,34692.6303030303,0.30872258577391626
6,35308.0,0.0,37.11765210517623,RNU2,34839.05704604457,34953.757575757576,35257.393939393936,34692.6303030303,34801.93939393939,34255.393939393936,34747.284848484844,,0.3608182162414637
0,3205.0,0.0,11.070723692350914,POU2,,,,,,,,2564.0,
1,3331.7070707070707,76208.5,11.070723692350914,POU2,3216.070723692351,3243.012121212121,3319.0363636363636,2564.0,3205.0,0,,3306.3656565656565,0.8814693629415316
2,3537.6060606060605,61456.0,11.070723692350914,POU2,3342.7777943994215,3393.476767676768,3517.0161616161613,3306.3656565656565,3331.7070707070707,3205.0,3319.0363636363636,3496.4262626262625,0.29319476095075303
3,3656.3939393939395,8689.0,11.070723692350914,POU2,3548.6767842984113,3573.242424242424,3644.5151515151515,3496.4262626262625,3537.6060606060605,3331.7070707070707,3517.0161616161613,3632.6363636363635,0.4357743658443863
4,3830.6161616161617,140249.0,11.070723692350914,POU2,3667.4646630862903,3708.6606060606064,3813.193939393939,3632.6363636363635,3656.3939393939395,3537.6060606060605,3644.5151515151515,3795.7717171717172,0.30697283514429924
5,3989.0,0.0,11.070723692350914,POU2,3841.6868853085125,3878.131313131313,3973.161616161616,3795.7717171717172,3830.6161616161617,3656.3939393939395,3813.193939393939,,0.3615616357718741
0,71.97959595959595,8428.5,0.12123479051133115,NKNCP,,,,,,,,57.583676767676764,
1,73.44787878787879,123564.0,0.12123479051133115,NKNCP,72.10083075010729,72.42008080808081,73.30105050505051,57.583676767676764,71.97959595959595,0,,73.15422222222223,0.9337933459276303
2,73.99050505050505,107673.0,0.12123479051133115,NKNCP,73.56911357839013,73.61066666666667,73.93624242424242,73.15422222222223,73.44787878787879,71.97959595959595,73.30105050505051,73.74803546948239,0.5571056849691493
3,74.72464646464647,76141.0,0.12123479051133115,NKNCP,74.11173984101639,74.21074747474748,74.65123232323232,73.74803546948239,73.99050505050505,73.44787878787879,73.93624242424242,,0.45749515920473033
4,74.98,0.0,0.12123479051133115,NKNCP,,,,,74.72464646464647,73.99050505050505,74.65123232323232,,
0,0.9993,0.0,0.0001854125011467092,EDU2,,,,,,,,0.79944,
1,1.0020474747474748,148588.0,0.0001854125011467092,EDU2,0.9994854125011466,1.0001242424242425,1.0017727272727273,0.79944,0.9993,0,,1.00149797979798,0.990273942151829
2,1.0038333333333334,158463.0,0.0001854125011467092,EDU2,1.0022328872486215,1.0025832323232324,1.0036547474747475,1.00149797979798,1.0020474747474748,0.9993,1.0017727272727273,1.00346250833104,0.4219647752283109
3,1.0093282828282828,40162.5,0.0001854125011467092,EDU2,1.00401874583448,1.0054818181818181,1.008778787878788,1.00346250833104,1.0038333333333334,1.0020474747474748,1.0036547474747475,1.0082292929292929,0.2422321222093381
4,1.0115262626262624,12237.0,0.0001854125011467092,EDU2,1.0095136953294295,1.0099876767676768,1.0113064646464645,1.0082292929292929,1.0093282828282828,1.0038333333333334,1.008778787878788,1.0110866666666665,0.494412811209165
5,1.0129,0.0,0.0001854125011467092,EDU2,1.0117116751274091,1.0119383838383837,1.0127626262626261,1.0110866666666665,1.0115262626262624,1.0093282828282828,1.0113064646464645,,0.4405612271382236
0,0.7445,0.0,0.0007952055946289212,HYDR,,,,,,,,0.5956000000000001,
1,0.7485545454545455,36097.5,0.0007952055946289212,HYDR,0.7452952055946289,0.7457163636363637,0.7481490909090909,0.5956000000000001,0.7445,0,,0.7469641342652876,0.9826724218555338
2,0.7546363636363637,8870.0,0.0007952055946289212,HYDR,0.7493497510491743,0.7503790909090909,0.7540281818181819,0.7469641342652876,0.7485545454545455,0.7445,0.7481490909090909,0.7530459524471058,0.4105701005164838
3,0.7600424242424243,17316.5,0.0007952055946289212,HYDR,0.7554315692309925,0.7562581818181818,0.7595018181818183,0.7530459524471058,0.7546363636363637,0.7485545454545455,0.7540281818181819,0.7584520130531665,0.4335472874585859
4,0.7708545454545455,58116.0,0.0007952055946289212,HYDR,0.7608376298370532,0.7632860606060606,0.7697733333333333,0.7584520130531665,0.7600424242424243,0.7546363636363637,0.7595018181818183,,0.31885257894472263
5,0.7728818181818182,61506.5,0.0007952055946289212,HYDR,,,,,0.7708545454545455,0.7600424242424243,0.7697733333333333,0.7712914069925604,
6,0.7857212121212122,288133.5,0.0007952055946289212,HYDR,0.7736770237764471,0.7767336363636363,0.7844372727272728,0.7712914069925604,0.7728818181818182,0.7708545454545455,,0.7831533333333334,0.29773034020470324
7,0.7978848484848485,1008046.0,0.0007952055946289212,HYDR,0.786516417715841,0.7893703030303031,0.7966684848484848,0.7831533333333334,0.7857212121212122,0.7728818181818182,0.7844372727272728,0.7954521212121213,0.35441904105690336
8,0.8114,0.0,0.0007952055946289212,HYDR,0.7986800540794774,0.801939393939394,0.8100484848484849,0.7954521212121213,0.7978848484848485,0.7857212121212122,0.7966684848484848,,0.33279540838601396
0,378.25,0.0,0.3778364623514534,SIBN,,,,,,,,302.6,
1,379.7257575757576,77727.0,0.3778364623514534,SIBN,378.62783646235147,378.69272727272727,379.57818181818186,302.6,378.25,0,,378.97008465105466,0.98807584267435
2,383.1691919191919,152473.5,0.3778364623514534,SIBN,380.10359403810907,380.75878787878787,382.8248484848485,378.97008465105466,379.7257575757576,378.25,379.57818181818186,382.413518994489,0.37903912415714225
3,386.85858585858585,643595.5,0.3778364623514534,SIBN,383.5470283815434,384.2760101010101,386.48964646464646,382.413518994489,383.1691919191919,379.7257575757576,382.8248484848485,386.102912933883,0.3675057411121454
4,391.77777777777777,403946.0,0.3778364623514534,SIBN,387.2364223209373,388.33434343434345,391.2858585858586,386.102912933883,386.85858585858585,383.1691919191919,386.48964646464646,390.7939393939394,0.32461655142304363
5,397.92676767676767,1106298.0,0.3778364623514534,SIBN,392.15561424012924,393.6224747474747,397.3118686868687,390.7939393939394,391.77777777777777,386.85858585858585,391.2858585858586,396.6969696969697,0.32143722426313404
6,402.6,0.0,0.3778364623514534,SIBN,398.30460413911914,399.3287373737374,402.1326767676768,396.6969696969697,397.92676767676767,391.77777777777777,397.3118686868687,,0.3899586625779733
0,1743.5,0.0,0.5156196435133075,GDU2,,,,,,,,1394.8000000000002,
1,1751.6131313131314,146411.0,0.5156196435133075,GDU2,1744.0156196435132,1745.9339393939395,1750.8018181818181,1394.8000000000002,1743.5,0,,1749.9905050505051,0.9836319974632383
2,1755.1626262626262,113319.0,0.5156196435133075,GDU2,1752.1287509566446,1752.6779797979798,1754.8076767676766,1749.9905050505051,1751.6131313131314,1743.5,1750.8018181818181,1754.1313869755995,0.5008873398068954
3,1762.768686868687,66111.0,0.5156196435133075,GDU2,1755.6782459061394,1757.4444444444443,1762.0080808080809,1754.1313869755995,1755.1626262626262,1751.6131313131314,1754.8076767676766,1761.2474747474748,0.3084997654310207
4,1770.3747474747474,43192.0,0.5156196435133075,GDU2,1763.2843065122001,1765.050505050505,1769.6141414141414,1761.2474747474748,1762.768686868687,1755.1626262626262,1762.0080808080809,1768.8535353535353,0.34899574110092163
5,1783.051515151515,49400.5,0.5156196435133075,GDU2,1770.8903671182607,1774.1777777777777,1781.7838383838384,1768.8535353535353,1770.3747474747474,1762.768686868687,1769.6141414141414,1780.5161616161615,0.2846443030653148
6,1790.150505050505,9766.0,0.5156196435133075,GDU2,1783.5671347950283,1785.181212121212,1789.4406060606061,1780.5161616161615,1783.051515151515,1770.3747474747474,1781.7838383838384,1788.730707070707,0.43229714364575406
7,1793.7,0.0,0.5156196435133075,GDU2,1790.6661246940182,1791.2153535353534,1793.3450505050505,1788.730707070707,1790.150505050505,1783.051515151515,1789.4406060606061,,0.4789483217764084
0,15784.0,0.0,33.02513039515512,AKRN,,,,,,,,,
1,15879.252525252525,8253.5,33.02513039515512,AKRN,,,,,15784.0,0,,15813.202264462214,
2,16184.060606060606,6830.0,33.02513039515512,AKRN,15912.27765564768,15970.69494949495,16153.579797979797,15813.202264462214,15879.252525252525,15784.0,,16118.010345270295,0.3768875013088196
3,16450.76767676768,1930.0,33.02513039515512,AKRN,16217.085736455761,16264.072727272727,16424.09696969697,16118.010345270295,16184.060606060606,15879.252525252525,16153.579797979797,16384.717415977368,0.400438558279153
4,16736.52525252525,9900.0,33.02513039515512,AKRN,16483.792807162834,16536.49494949495,16707.949494949495,16384.717415977368,16450.76767676768,16184.060606060606,16424.09696969697,,0.3880384111328831
5,16812.727272727272,9300.0,33.02513039515512,AKRN,,,,,16736.52525252525,16450.76767676768,16707.949494949495,16746.67701193696,
6,17003.232323232325,11570.0,33.02513039515512,AKRN,16845.752403122427,16869.878787878788,16984.18181818182,16746.67701193696,16812.727272727272,16736.52525252525,,16937.182062442014,0.467942461126731
7,17288.989898989897,14078.0,33.02513039515512,AKRN,17036.25745362748,17088.959595959597,17260.41414141414,16937.182062442014,17003.232323232325,16812.727272727272,16984.18181818182,17222.939638199587,0.3880384111328944
8,17460.444444444445,11074.0,33.02513039515512,AKRN,17322.015029385053,17340.42626262626,17443.29898989899,17222.939638199587,17288.989898989897,17003.232323232325,17260.41414141414,17394.394183654134,0.4913837646145205
9,17574.747474747473,12411.0,33.02513039515512,AKRN,17493.4695748396,17494.735353535354,17563.31717171717,17394.394183654134,17460.444444444445,17288.989898989897,17443.29898989899,,0.5902588018164397
10,17670.0,0.0,33.02513039515512,AKRN,,,,,17574.747474747473,17460.444444444445,17563.31717171717,,
0,89.2,0.0,0.250706459314923,KMAZ,,,,,,,,71.36000000000001,
1,90.84848484848484,52748.5,0.250706459314923,KMAZ,89.45070645931493,89.69454545454545,90.68363636363637,71.36000000000001,89.2,0,,90.347071929855,0.9425051069167857
2,92.15353535353536,150505.0,0.250706459314923,KMAZ,91.09919130779977,91.24,92.02303030303031,90.347071929855,90.84848484848484,89.2,90.68363636363637,91.65212243490552,0.49077813459441727
3,94.21414141414141,79278.5,0.250706459314923,KMAZ,92.40424181285029,92.77171717171717,94.0080808080808,91.65212243490552,92.15353535353536,90.84848484848484,92.02303030303031,,0.39722987809707466
4,94.96969696969697,64274.0,0.250706459314923,KMAZ,,,,,94.21414141414141,92.15353535353536,94.0080808080808,,
5,95.72525252525253,51191.0,0.250706459314923,KMAZ,,,,,94.96969696969697,94.21414141414141,,,
0,239.5,0.0,0.19488845928802317,MTSS,,,,,,,,191.60000000000002,
1,240.66666666666666,110629.0,0.19488845928802317,MTSS,239.69488845928802,239.85,240.54999999999998,191.60000000000002,239.5,0,,,0.9841153060192855
2,241.1969696969697,130218.0,0.19488845928802317,MTSS,,,,,240.66666666666666,239.5,240.54999999999998,240.80719277839364,
3,242.04545454545453,113172.0,0.19488845928802317,MTSS,241.3918581562577,241.45151515151514,241.96060606060604,240.80719277839364,241.1969696969697,240.66666666666666,,241.6556776268785,0.5327612270201099
4,243.0,82216.5,0.19488845928802317,MTSS,242.24034300474256,242.33181818181816,242.90454545454546,241.6556776268785,242.04545454545453,241.1969696969697,241.96060606060604,242.61022308142395,0.5047795710932357
5,245.43939393939394,567128.5,0.19488845928802317,MTSS,243.19488845928802,243.73181818181817,245.19545454545454,242.61022308142395,243.0,242.04545454545453,242.90454545454546,,0.3300014915488628
6,246.07575757575756,571354.5,0.19488845928802317,MTSS,,,,,245.43939393939394,243.0,245.19545454545454,245.68598065718152,
7,247.9848484848485,182116.5,0.19488845928802317,MTSS,246.2706460350456,246.64848484848486,247.7939393939394,245.68598065718152,246.07575757575756,245.43939393939394,,247.59507156627245,0.3669828878023968
8,250.0,0.0,0.19488845928802317,MTSS,248.17973694413652,248.58939393939394,249.79848484848486,247.59507156627245,247.9848484848485,246.07575757575756,247.7939393939394,,0.35830494527112206
0,1010.6,0.0,1.1919680193903233,NVTK,,,,,,,,808.48,
1,1016.569696969697,104758.0,1.1919680193903233,NVTK,1011.7919680193903,1012.3909090909091,1015.9727272727273,808.48,1010.6,0,,,0.9812943385120383
2,1018.9575757575758,102268.0,1.1919680193903233,NVTK,,,,,1016.569696969697,1010.6,1015.9727272727273,1016.5736397187951,
3,1033.2848484848485,1187036.0,1.1919680193903233,NVTK,1020.1495437769661,1023.2557575757576,1031.8521212121211,1016.5736397187951,1018.9575757575758,1016.569696969697,,1030.419393939394,0.33570161797867076
4,1042.8363636363636,1056395.5,1.1919680193903233,NVTK,1034.4768165042387,1036.150303030303,1041.881212121212,1030.419393939394,1033.2848484848485,1018.9575757575758,1031.8521212121211,1040.452427597583,0.42699733587123856
5,1051.1939393939394,1112564.0,1.1919680193903233,NVTK,1044.0283316557538,1045.3436363636363,1050.358181818182,1040.452427597583,1042.8363636363636,1033.2848484848485,1041.881212121212,1048.8100033551589,0.4273835507959916
6,1088.2060606060606,3583313.0,1.1919680193903233,NVTK,1052.3859074133297,1062.2975757575757,1084.5048484848485,1048.8100033551589,1051.1939393939394,1042.8363636363636,1050.358181818182,1080.8036363636363,0.23901877706138563
7,1115.6666666666665,2133162.0,1.1919680193903233,NVTK,1089.398028625451,1096.4442424242425,1112.920606060606,1080.8036363636363,1088.2060606060606,1051.1939393939394,1084.5048484848485,,0.37729272953026266
8,1119.2484848484848,2191921.0,1.1919680193903233,NVTK,,,,,1115.6666666666665,1088.2060606060606,1112.920606060606,1116.8645488097043,
9,1128.8,0.0,1.1919680193903233,NVTK,1120.4404528678751,1122.1139393939393,1127.8448484848484,1116.8645488097043,1119.2484848484848,1115.6666666666665,,,0.40186948004631945
0,7213.0,0.0,8.357359591237934,PHOR,,,,,,,,5770.400000000001,
1,7252.242424242424,20066.0,8.357359591237934,PHOR,7221.357359591238,7224.772727272727,7248.318181818182,5770.400000000001,7213.0,0,,7235.527705059948,0.9829130335516053
2,7385.666666666667,43997.0,8.357359591237934,PHOR,7260.599783833662,7292.269696969697,7372.324242424243,7235.527705059948,7252.242424242424,7213.0,7248.318181818182,,0.2990356052126811
3,7409.212121212121,41214.0,8.357359591237934,PHOR,,,,,7385.666666666667,7252.242424242424,7372.324242424243,7392.497402029645,
4,7534.787878787879,96714.0,8.357359591237934,PHOR,7417.569480803359,7446.884848484849,7522.230303030303,7392.497402029645,7409.212121212121,7385.666666666667,,7509.672727272728,0.30624276731665495
5,7566.181818181818,85095.0,8.357359591237934,PHOR,7543.145238379117,7544.20606060606,7563.042424242424,7509.672727272728,7534.787878787879,7409.212121212121,7522.230303030303,7549.467098999342,0.637120391355563
6,7636.818181818182,96472.0,8.357359591237934,PHOR,7574.539177773056,7587.372727272727,7629.754545454545,7549.467098999342,7566.181818181818,7534.787878787879,7563.042424242424,7620.103462635706,0.39220145756060243
7,7691.757575757576,124126.0,8.357359591237934,PHOR,7645.17554140942,7653.3,7686.263636363637,7620.103462635706,7636.818181818182,7566.181818181818,7629.754545454545,7675.0428565751,0.4403602110963685
8,7731.0,126945.0,8.357359591237934,PHOR,7700.114935348814,7703.530303030303,7727.075757575758,7675.0428565751,7691.757575757576,7636.818181818182,7686.263636363637,7714.285280817524,0.5146697973676251
9,7801.636363636364,92411.0,8.357359591237934,PHOR,7739.357359591238,7752.190909090909,7794.572727272727,7714.285280817524,7731.0,7691.757575757576,7727.075757575758,7784.921644453888,0.39220145756060243
10,7864.424242424242,126397.0,8.357359591237934,PHOR,7809.993723227602,7820.472727272728,7858.145454545454,7784.921644453888,7801.636363636364,7731.0,7794.572727272727,7847.709523241766,0.41395798386306404
11,7895.818181818182,110582.0,8.357359591237934,PHOR,7872.78160201548,7873.842424242424,7892.678787878788,7847.709523241766,7864.424242424242,7801.636363636364,7858.145454545454,7879.103462635706,0.5693330788004153
12,7990.0,0.0,8.357359591237934,PHOR,7904.17554140942,7924.072727272727,7980.581818181819,7879.103462635706,7895.818181818182,7864.424242424242,7892.678787878788,,0.34510484050417356
0,25.005,0.0,0.03030036970568536,MAGN,,,,,,,,20.004,
1,25.345757575757574,1008858.0,0.03030036970568536,MAGN,25.035300369705684,25.107227272727272,25.311681818181818,20.004,25.005,0,,25.277606060606058,0.9547037661259623
2,25.84378787878788,1509258.0,0.03030036970568536,MAGN,25.37605794546326,25.495166666666666,25.793984848484847,25.277606060606058,25.345757575757574,25.005,25.311681818181818,25.74418181818182,0.30598903202040983
3,25.974848484848486,1743273.5,0.03030036970568536,MAGN,25.874088248493564,25.88310606060606,25.961742424242427,25.74418181818182,25.84378787878788,25.345757575757574,25.793984848484847,25.914247745437116,0.6178293892532543
4,26.420454545454547,4912503.0,0.03030036970568536,MAGN,26.00514885455417,26.108530303030303,26.37589393939394,25.914247745437116,25.974848484848486,25.84378787878788,25.961742424242427,26.331333333333333,0.3088768741553961
5,26.525303030303032,5257557.0,0.03030036970568536,MAGN,26.450754915160232,26.45190909090909,26.514818181818185,26.331333333333333,26.420454545454547,25.974848484848486,26.37589393939394,26.464702290891662,0.6539977044002883
6,26.70878787878788,3994764.0,0.03030036970568536,MAGN,26.555603400008717,26.580348484848486,26.690439393939396,26.464702290891662,26.525303030303032,26.420454545454547,26.514818181818185,26.64818713937651,0.45749524620728027
7,26.997121212121215,4745917.0,0.03030036970568536,MAGN,26.739088248493566,26.79528787878788,26.96828787878788,26.64818713937651,26.70878787878788,26.525303030303032,26.690439393939396,26.936520472709844,0.37176085404564563
8,27.101969696969697,4889144.0,0.03030036970568536,MAGN,27.0274215818269,27.02857575757576,27.09148484848485,26.936520472709844,26.997121212121215,26.70878787878788,26.96828787878788,27.041368957558326,0.5903175909558923
9,27.6,0.0,0.03030036970568536,MAGN,27.13227006667538,27.25137878787879,27.55019696969697,27.041368957558326,27.101969696969697,26.997121212121215,27.09148484848485,,0.295690225635144
0,25.815,0.0,0.02430342366765327,SNGS,,,,,,,,20.652,
1,25.923333333333336,167263.0,0.02430342366765327,SNGS,25.839303423667655,25.8475,25.9125,20.652,25.815,0,,25.87472648599803,0.9868646919178454
2,26.080909090909092,264429.0,0.02430342366765327,SNGS,25.94763675700099,25.970606060606062,26.065151515151516,25.87472648599803,25.923333333333336,25.815,25.9125,26.032302243573785,0.4431923848491196
3,26.327121212121213,390366.5,0.02430342366765327,SNGS,26.105212514576746,26.15477272727273,26.302500000000002,26.032302243573785,26.080909090909092,25.923333333333336,26.065151515151516,26.277878787878787,0.3615514008815627
4,26.671818181818182,111792.0,0.02430342366765327,SNGS,26.351424635788867,26.430530303030302,26.637348484848484,26.277878787878787,26.327121212121213,26.080909090909092,26.302500000000002,26.602878787878787,0.3146264691689192
5,26.79,0.0,0.02430342366765327,SNGS,26.696121605485835,26.707272727272727,26.778181818181817,26.602878787878787,26.671818181818182,26.327121212121213,26.637348484848484,,0.5637003440823459
0,43.4,0.0,0.07370756429163215,SELG,,,,,,,,34.72,
1,43.67272727272727,77827.0,0.07370756429163215,SELG,43.47370756429163,43.481818181818184,43.64545454545454,34.72,43.4,0,,43.52531214414401,0.9812119739621514
2,44.157575757575756,184861.0,0.07370756429163215,SELG,43.7464348370189,43.81818181818182,44.10909090909091,43.52531214414401,43.67272727272727,43.4,43.64545454545454,44.010160628992494,0.4402287285659113
3,45.03636363636363,246795.0,0.07370756429163215,SELG,44.23128332186739,44.42121212121212,44.948484848484846,44.010160628992494,44.157575757575756,43.67272727272727,44.10909090909091,44.86060606060606,0.3368634060391961
4,45.58181818181818,91925.0,0.07370756429163215,SELG,45.11007120065526,45.199999999999996,45.527272727272724,44.86060606060606,45.03636363636363,44.157575757575756,44.948484848484846,45.43440305323492,0.4416443095823561
5,46.03636363636363,100115.0,0.07370756429163215,SELG,45.65552574610981,45.71818181818181,45.990909090909085,45.43440305323492,45.58181818181818,45.03636363636363,45.527272727272724,45.88894850778037,0.4536352021731391
6,46.4,0.0,0.07370756429163215,SELG,46.11007120065526,46.14545454545454,46.36363636363636,45.88894850778037,46.03636363636363,45.58181818181818,45.990909090909085,,0.5030976932070214
0,117.33,0.0,0.07323360755196529,SBERP,,,,,,,,93.864,
1,118.38555555555556,238818.0,0.07323360755196529,SBERP,117.40323360755197,117.64666666666666,118.28,93.864,117.33,0,,118.17444444444445,0.969075611775447
2,118.85,652960.0,0.07323360755196529,SBERP,118.45878916310753,118.52488888888888,118.80355555555555,118.17444444444445,118.38555555555556,117.33,118.28,118.70353278489607,0.5045127576799462
3,119.99000000000001,491783.0,0.07323360755196529,SBERP,118.92323360755196,119.192,119.876,118.70353278489607,118.85,118.38555555555556,118.80355555555555,119.762,0.3019990787960019
4,120.66555555555556,900925.0,0.07323360755196529,SBERP,120.06323360755198,120.19266666666667,120.598,119.762,119.99000000000001,118.85,119.876,120.51908834045163,0.4377393984561285
5,121.51,0.0,0.07323360755196529,SBERP,120.73878916310753,120.91888888888889,121.42555555555556,120.51908834045163,120.66555555555556,119.99000000000001,120.598,,0.3417119564672408
0,89.0,0.0,0.12447034091889218,BSPB,,,,,,,,,
1,89.38787878787879,63010.5,0.12447034091889218,BSPB,,,,,89.0,0,,89.13893810604101,
2,90.93939393939394,275007.0,0.12447034091889218,BSPB,89.51234912879768,89.85333333333334,90.78424242424242,89.13893810604101,89.38787878787879,89.0,,90.6290909090909,0.3305790418267881
3,91.9090909090909,16723.0,0.12447034091889218,BSPB,91.06386428031283,91.23030303030303,91.81212121212121,90.6290909090909,90.93939393939394,89.38787878787879,90.78424242424242,91.66015022725313,0.4378524750297648
4,93.65454545454546,124516.0,0.12447034091889218,BSPB,92.0335612500098,92.43272727272728,93.48,91.66015022725313,91.9090909090909,90.93939393939394,91.81212121212121,,0.3148578760160705
5,93.97777777777779,136335.0,0.12447034091889218,BSPB,,,,,93.65454545454546,91.9090909090909,93.48,93.72883709594001,
6,94.55959595959597,186301.0,0.12447034091889218,BSPB,94.10224811869668,94.15232323232324,94.50141414141414,93.72883709594001,93.97777777777779,93.65454545454546,,,0.5157396041004912
7,94.94747474747476,303757.0,0.12447034091889218,BSPB,,,,,94.55959595959597,93.97777777777779,94.50141414141414,94.69853406563698,
8,95.4,0.0,0.12447034091889218,BSPB,95.07194508839365,95.08323232323234,95.35474747474748,94.69853406563698,94.94747474747476,94.55959595959597,,,0.5776392784929747
0,409.3,0.0,0.13100139907539513,SFU2,,,,,,,,327.44000000000005,
1,410.0969696969697,7426.5,0.13100139907539513,SFU2,409.4310013990754,409.53909090909093,410.01727272727277,327.44000000000005,409.3,0,,409.83496689881895,0.9935548056309954
2,410.62828282828286,6883.0,0.13100139907539513,SFU2,410.2279710960451,410.2563636363637,410.57515151515156,409.83496689881895,410.0969696969697,409.3,410.01727272727277,410.3662800301321,0.5501336536862979
3,412.089393939394,23464.5,0.13100139907539513,SFU2,410.75928422735825,411.0666161616162,411.94328282828286,410.3662800301321,410.62828282828286,410.0969696969697,410.57515151515156,,0.34665135977955897
4,412.3550505050505,23763.0,0.13100139907539513,SFU2,,,,,412.089393939394,410.62828282828286,411.94328282828286,412.0930477068997,
5,415.6757575757576,46911.0,0.13100139907539513,SFU2,412.4860519041259,413.3512626262626,415.34368686868686,412.0930477068997,412.3550505050505,412.089393939394,,415.0116161616162,0.25398376048624616
6,416.60555555555555,53831.0,0.13100139907539513,SFU2,415.806758974833,415.95469696969695,416.51257575757575,415.0116161616162,415.6757575757576,412.3550505050505,415.34368686868686,416.3435527574048,0.5790374457702354
7,418.33232323232323,127245.0,0.13100139907539513,SFU2,416.73655695463094,417.12358585858584,418.15964646464647,416.3435527574048,416.60555555555555,415.6757575757576,416.51257575757575,417.9869696969697,0.32295615962151863
8,420.0590909090909,45634.0,0.13100139907539513,SFU2,418.4633246313986,418.8503535353535,419.88641414141415,417.9869696969697,418.33232323232323,416.60555555555555,418.15964646464647,419.7137373737374,0.3526659536506299
9,422.45,0.0,0.13100139907539513,SFU2,420.1900923081663,420.7763636363636,422.21090909090907,419.7137373737374,420.0590909090909,418.33232323232323,419.88641414141415,,0.30814484772360784
0,385.9,0.0,0.9248361505807348,TATNP,,,,,,,,308.72,
1,390.8222222222222,1780451.0,0.9248361505807348,TATNP,386.8248361505807,387.37666666666667,390.33,308.72,385.9,0,,,0.9604307242816286
2,393.5070707070707,2010317.0,0.9248361505807348,TATNP,,,,,390.8222222222222,385.9,390.33,,
3,395.7444444444444,2022184.0,0.9248361505807348,TATNP,,,,,393.5070707070707,390.8222222222222,,393.8947721432829,
4,405.58888888888885,448879.0,0.9248361505807348,TATNP,396.66928059502516,398.69777777777773,404.6044444444444,393.8947721432829,395.7444444444444,393.5070707070707,,403.61999999999995,0.35376965200957544
5,416.3282828282828,2459194.0,0.9248361505807348,TATNP,406.5137250394696,408.81070707070705,415.2543434343434,403.61999999999995,405.58888888888885,395.7444444444444,404.6044444444444,414.180404040404,0.34743826137675643
6,422.5929292929293,1606565.0,0.9248361505807348,TATNP,417.25311897886354,418.20767676767673,421.96646464646466,414.180404040404,416.3282828282828,405.58888888888885,415.2543434343434,420.7432569917678,0.4559422296434233
7,430.2,0.0,0.9248361505807348,TATNP,423.51776544351003,424.87505050505047,429.43929292929295,420.7432569917678,422.5929292929293,416.3282828282828,421.96646464646466,,0.39709483807575013
0,211.4,0.0,0.40342703819650805,MVID,,,,,,,,169.12,
1,215.11919191919193,3058066.5,0.40342703819650805,MVID,211.8034270381965,212.5157575757576,214.74727272727273,169.12,211.4,0,,214.3123378427989,0.943286541894297
2,219.1040404040404,891189.5,0.40342703819650805,MVID,215.52261895738843,216.31464646464647,218.70555555555555,214.3123378427989,215.11919191919193,211.4,214.74727272727273,218.29718632764738,0.3656306090987272
3,223.62020202020202,2578293.0,0.40342703819650805,MVID,219.5074674422369,220.45888888888888,223.16858585858586,218.29718632764738,219.1040404040404,215.11919191919193,218.70555555555555,222.7169696969697,0.34610009448161655
4,228.13636363636363,1285042.0,0.40342703819650805,MVID,224.0236290583985,224.9750505050505,227.68474747474747,222.7169696969697,223.62020202020202,219.1040404040404,223.16858585858586,227.2331313131313,0.3587861946498155
5,230.52727272727273,1251081.0,0.40342703819650805,MVID,228.53979067456012,228.85363636363635,230.2881818181818,227.2331313131313,228.13636363636363,223.62020202020202,227.68474747474747,229.7204186508797,0.47906972521317953
6,232.12121212121212,1397527.0,0.40342703819650805,MVID,230.93069976546923,231.00545454545454,231.9618181818182,229.7204186508797,230.52727272727273,228.13636363636363,230.2881818181818,231.3143580448191,0.5566426187569418
7,234.77777777777777,1049944.0,0.40342703819650805,MVID,232.52463915940862,232.9181818181818,234.5121212121212,231.3143580448191,232.12121212121212,230.52727272727273,231.9618181818182,233.97092370138475,0.4400114612500275
8,237.7,0.0,0.40342703819650805,MVID,235.18120481597427,235.65444444444444,237.40777777777777,233.97092370138475,234.77777777777777,232.12121212121212,234.5121212121212,,0.42099574106536225
0,692.0,0.0,0.6598380115292518,CHMF,,,,,,,,553.6,
1,700.4848484848485,2114236.0,0.6598380115292518,CHMF,692.6598380115292,694.5454545454545,699.6363636363636,553.6,692.0,0,,698.7878787878788,0.9586834593273225
2,705.2929292929293,1543582.0,0.6598380115292518,CHMF,701.1446864963777,701.9272727272728,704.8121212121213,698.7878787878788,700.4848484848485,692.0,699.6363636363636,,0.4561736780192839
3,707.2727272727273,1686780.5,0.6598380115292518,CHMF,,,,,705.2929292929293,700.4848484848485,704.8121212121213,,
4,708.969696969697,1603260.0,0.6598380115292518,CHMF,,,,,707.2727272727273,705.2929292929293,,,
5,710.3838383838383,1341176.0,0.6598380115292518,CHMF,,,,,708.969696969697,707.2727272727273,,709.0641623607798,
